"userId","teamId","setName","setId","questionName","questionId","answerText","answerId","score_unincentivized","score_rs","rank_unincentivized","rank_rs","group"
"CnvfBZOK8T",336,"3. AI Catastrophic Risk",337,"2030 (Other Experts' Beliefs)",2313,"Probability",5969,-0.00350613932928759,-0.00350613932928759,77,32,"supers"
"JtE6mcNxCj",340,"3. AI Catastrophic Risk",337,"2030 (Other Experts' Beliefs)",2313,"Probability",5969,-0.0146061523893621,-0.00752826642079152,120,58,"domain experts"
"diiQ4M9J5s",341,"3. AI Catastrophic Risk",337,"2030 (Other Experts' Beliefs)",2313,"Probability",5969,-0.00652121699026546,-0.000500125041682243,95,1,"non-domain experts"
"uMtzFMNjku",338,"3. AI Catastrophic Risk",337,"2030 (Other Experts' Beliefs)",2313,"Probability",5969,-0.0268574541698826,-0.019692633345736,135,135,"non-domain experts"
"VjuG2FZBBg",336,"3. AI Catastrophic Risk",337,"2030 (Other Experts' Beliefs)",2313,"Probability",5969,-0.101479168949854,-0.0937613798144744,153,153,"non-domain experts"
"Y6OZhyI1uF",340,"3. AI Catastrophic Risk",337,"2030 (Other Experts' Beliefs)",2313,"Probability",5969,-0.00250313021811848,-0.00954541284353139,24,65,"non-domain experts"
"O5lOrHU9mM",336,"3. AI Catastrophic Risk",337,"2030 (Other Experts' Beliefs)",2313,"Probability",5969,-0.0166376411530232,-0.00954541284353139,122,65,"domain experts"
"6xm9gAv351",341,"3. AI Catastrophic Risk",337,"2030 (Other Experts' Beliefs)",2313,"Probability",5969,-0.0268574541698826,-0.019692633345736,135,135,"domain experts"
"oXfHuaqm90",339,"3. AI Catastrophic Risk",337,"2030 (Other Experts' Beliefs)",2313,"Probability",5969,-0.0112631922787107,-0.00420884477405468,117,36,"supers"
"kXwXbM9tn3",338,"3. AI Catastrophic Risk",337,"2030 (Other Experts' Beliefs)",2313,"Probability",5969,-0.00652121699026546,-0.000500125041682243,95,1,"domain experts"
"3JtuLZxHUt",341,"3. AI Catastrophic Risk",337,"2030 (Other Experts' Beliefs)",2313,"Probability",5969,-0.00150112612626709,-0.00551518068811011,13,40,"supers"
